user_id;subscription_id;subscription_type;subscription_price;payment_date;payment_number;payment_value
33375fac-e588-4ecc-8aa8-d666d8d420e0;556c8634-0148-4bce-89a2-47ee0a7ea28b;Yearly;174.92999999999998;2023-04-30;2;174.92999999999998
c4baac8e-7b70-44ee-a2b0-aeaaeada6247;42a147f4-b0b3-4d07-a245-1b2d39028a2e;Yearly;153.92999999999998;2022-02-13;1;153.92999999999998
c4baac8e-7b70-44ee-a2b0-aeaaeada6247;42a147f4-b0b3-4d07-a245-1b2d39028a2e;Yearly;153.92999999999998;2023-02-13;2;153.92999999999998
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2022-07-03;1;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2022-08-03;2;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2022-09-03;3;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2022-10-03;4;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2022-11-03;5;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2022-12-03;6;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-01-03;7;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-02-03;8;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-03-03;9;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-04-03;10;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-05-03;11;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-06-03;12;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-07-03;13;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-08-03;14;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-09-03;15;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-10-03;16;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-11-03;17;19.99
3bed51b0-5d9b-448d-9ab3-a631781be987;2d678555-24e3-4a6c-abf4-d5b8d5ad3d1a;Monthly;19.99;2023-12-03;18;19.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2021-12-22;1;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-01-22;2;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-02-22;3;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-03-22;4;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-04-22;5;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-05-22;6;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-06-22;7;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-07-22;8;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-08-22;9;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-09-22;10;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-10-22;11;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-11-22;12;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2022-12-22;13;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-01-22;14;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-02-22;15;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-03-22;16;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-04-22;17;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-05-22;18;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-06-22;19;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-07-22;20;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-08-22;21;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-09-22;22;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-10-22;23;24.99
dc9e091f-fc4e-45b2-ba66-8aed888dbc1e;62c122e1-9d9e-40bb-bcc7-49161a066bed;Monthly;24.99;2023-11-22;24;24.99
312b285c-f0da-4e6f-8afe-008cef7ec8c9;9bd5aedf-526d-43ea-aee9-e7e9067c7f63;Yearly;139.92999999999998;2022-01-28;1;139.92999999999998
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2021-12-31;1;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-01-31;2;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-02-28;3;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-03-31;4;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-04-30;5;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-05-31;6;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-06-30;7;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-07-31;8;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-08-31;9;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-09-30;10;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-10-31;11;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-11-30;12;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2022-12-31;13;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-01-31;14;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-02-28;15;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-03-31;16;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-04-30;17;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-05-31;18;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-06-30;19;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-07-31;20;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-08-31;21;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-09-30;22;24.99
7ad0b9b0-626f-4700-9476-3fa5d5f2be72;7a6c7004-999d-4f2a-ad38-03eb26ddbdb5;Monthly;24.99;2023-10-31;23;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-02-01;1;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-03-01;2;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-04-01;3;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-05-01;4;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-06-01;5;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-07-01;6;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-08-01;7;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-09-01;8;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-10-01;9;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-11-01;10;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2022-12-01;11;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-01-01;12;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-02-01;13;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-03-01;14;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-04-01;15;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-05-01;16;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-06-01;17;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-07-01;18;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-08-01;19;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-09-01;20;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-10-01;21;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-11-01;22;24.99
2abc4ea0-9852-4283-8135-0ce6ce45fa8f;9af2059e-447b-4870-b8a9-be2e7f9759c9;Monthly;24.99;2023-12-01;23;24.99
421dcb88-1eb1-4e70-9430-7417bc07e630;b8c5a406-d5dd-46df-81b1-3b6ec82c2ea7;Yearly;139.92999999999998;2022-01-12;1;139.92999999999998
421dcb88-1eb1-4e70-9430-7417bc07e630;b8c5a406-d5dd-46df-81b1-3b6ec82c2ea7;Yearly;139.92999999999998;2023-01-12;2;139.92999999999998
91243c52-27e2-4a23-8167-2fd47366eb2f;cbb3e050-278f-4090-a6b1-0ae52fd6f5d6;Yearly;174.92999999999998;2022-10-22;1;174.92999999999998
32572f80-fabc-4ee5-a286-e1e476e8bbd3;ffec089c-a983-47c9-b077-fe838fd997c8;Yearly;139.92999999999998;2022-05-13;1;139.92999999999998
32572f80-fabc-4ee5-a286-e1e476e8bbd3;ffec089c-a983-47c9-b077-fe838fd997c8;Yearly;139.92999999999998;2023-05-13;2;139.92999999999998
5cb91999-7a6b-4660-a9a9-9333e5c03e45;4eafca11-e11f-4dd2-b273-836fdd5c78bf;Yearly;139.92999999999998;2022-10-02;1;139.92999999999998
5cb91999-7a6b-4660-a9a9-9333e5c03e45;4eafca11-e11f-4dd2-b273-836fdd5c78bf;Yearly;139.92999999999998;2023-10-02;2;139.92999999999998
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-04-15;1;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-05-15;2;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-06-15;3;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-07-15;4;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-08-15;5;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-09-15;6;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-10-15;7;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-11-15;8;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2022-12-15;9;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2023-01-15;10;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2023-02-15;11;21.99
42ffa71d-4e6c-4e7b-97e2-23aa21be44d8;e90daf8c-6f65-4b13-b4a7-93965946e2bc;Monthly;21.99;2023-03-15;12;21.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2022-10-05;1;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2022-11-05;2;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2022-12-05;3;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2023-01-05;4;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2023-02-05;5;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2023-03-05;6;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2023-04-05;7;18.99
e51906fb-4d36-47d5-922d-4b45435d6e25;170f1f3d-0f06-442e-98a4-4301404b38bf;Monthly;18.99;2023-05-05;8;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-04-04;1;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-05-04;2;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-06-04;3;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-07-04;4;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-08-04;5;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-09-04;6;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-10-04;7;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-11-04;8;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2022-12-04;9;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2023-01-04;10;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2023-02-04;11;18.99
90844cc7-4466-4b0b-bd1b-0b6df0e9a7fc;6c64f3b0-d6bd-4cc0-8ada-f64ae139542c;Monthly;18.99;2023-03-04;12;18.99
